establecimiento,filas,dataset
"('ENBI CENTRO DE EDUCACION EXTRAESCOLAR CEEX', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO DE INFORMATICA CENINFAV', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO MONJA BLANCA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO PREUNIVERSITARIO DE NORTE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO MIXTO PARTICULARSAN BENITO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO CARLOS V', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO SANTO DOMINGO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO DE TURISMO Y AVIACION DEL NORTE ITAN', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO PREUNIVERSITARIO DEL NORTE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ COMADEP', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO NUESTRA SENORA DE LA ESPERANZA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO NUEVOS HORIZONTES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ CARLOS V', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO DE BACHILLERATO ADS. AL INSTITUTO NORMAL MIXTO DEL NORTE EMILIO ROSALES PONCE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO DE COMPUTACION Y EDUCACION PARA EL HOGAR M.B.M.', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('ESCUELA NORMAL DE EDUCACION FISICA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO EVANGELICO NAZARENO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('ESCUELA DE FORMACION AGRICOLA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO BILINGUE DE INFANTES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO DR. RICARDO BRESSANI', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA AMERG', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO SANTA CRUZ', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO FUTURO AMANECER', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO SAN CRISTOBAL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO TECNOLOGICO VOCACIONAL MARCO TULIO DE LA CRUZ MORALES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO CIENCIAS TECNOLOGICAS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CON ORIENTACION EN ARTES Y OFICIOS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO GALILEO GALILEI', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO DE CIENCIAS APLICADAS DR. CARLOS ALDANA MENDOZA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO TECNOLOGICO VOCACIONALMARCO TULIO DE LA CRUZ MORALES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO LA PUPILA DEL CIELO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MESON', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO AKALTIC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO BLAISE PASCAL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO CRISTIANO PARTICULAR MIXTO VIDA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO NUESTRA SENORA DE LA ASUNCION', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PRIVADO MIXTO LA ENSENANZA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO TACTIC JV', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE FORMACION ACADEMICA, TECNOLOGICA Y OCUPACIONALJACK & MARIE EITING', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE TUKUR', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO MESOAMERICANO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PRIVADO MIXTO JUAN AMOS COMENIO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO VALLE DEL POLOCHIC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PRIVADO LICEO POLOCHIC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PRIVADO MIXTO SAGRADO CORAZON DEL POLOCHIC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO TECNOLOGICO CAHABONCITO LITEC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO SAN MARTIN DE PORRES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO PRIMARIA BILINGUE AJ KUTUNEL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO SAN MATEO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABONSENAHUCEPREC SENAHU', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO DEL VALLE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO DE MAGISTERIO BILINGUE NAUQ', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO DE FORMACION MAGISTERIAL CON ORIENTACION BILINGUE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO NUEVA VIDA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO ADOLFO V. HALL DEL NORTE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO TECNICO DIVERSIFICADO DE BACHILLERATO EN CONSTRUCCION', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIOSTHELLA DE HERNANDEZ', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEOSAN PABLO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO INTERCULTURAL VERAPACENSE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO STHELLA DE HERNANDEZ', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO SAN JOSE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO DE EDUCACION BASICA BILINGUE INTERCULTURAL LA TRINIDAD', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO DE EDUCACION BASICA BILINGUE INTERCULTURALLA TRINIDAD', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO DE SUPERACION A DISTANCIA VERAPACENSE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO SAGRADA FAMILIA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO SALESIANO DON BOSCO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO PRIVADO NUEVA GENERACION DEL NORTE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO PARTICULAR DON BOSCO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO DON BOSCO TZACANIJA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO PRIVADO TALITA KUMI', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO TECNICO EXPERIMENTAL DE RECURSOS NATURALES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTOISAIAS BARRIENTOS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO COEDUCATIVO PRIVADOJAVIER DE LA VERAPAZ', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO AK NALEB', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PRIVADO MIXTO DE DESARROLLO LOCAL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO SAN FRANCISCO JAVIER DE LA VERAPAZ', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO KAIROS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO GUATEMALTECO VERAPACENSE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO TECNICO EN RECURSOS NATURALES', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO DE BACHILLERATO EN COMPUTACION Y EDUCACION PARA EL HOGAR MBM JM', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO EDUCATIVO MENONITA Q EQCHI BEZALEEL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO PRIVADOFRANCISCO OSWALDO REYES NARCISO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABONLANQUINCEPREC LANQUIN', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO PRIVADO DE MAGISTERIO BILINGUE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE ESTUDIOS PREUNIVERSITARIOS CAHABON CEPREC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO LEONARDO DA VINCI L L D', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO AGROECOLOGICO DE EDUCACION BILINGUE FRAY DOMINGO DE VICO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE ESTUDIOS PREUNIVERSITARIO CAHABON CEPREC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('FUNDACION FRAY DOMINGO DE VICO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO SANTA MARIA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO MUNICIPAL DE MAGISTERIO BILINGUE SEPOC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO PARTICULAR RICARDO ARJONA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO MIXTO EN COMPUTACION DEL NORTE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO CRISTIANO GALILEA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO MIXTO PRIVADOSENDEROS PARA LA VIDA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO DE EDUCACION FORTALEZA DEL FUTURO INMEFF', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO PRIVADO ASDECHI', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO MIXTO PRIVADOASDECHI', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('ESCUELA NORMAL BILINGUE INTERCULTURAL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO DE MAGISTERIO BILINGUE NUEVO CHISEC', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZASANTO DOMINGO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO TECNOLOGICO LICENCIADO HUMBERTO RIVERA GARCIA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO TECNICO VOCACIONAL SAN AGUSTIN', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTOEL EXITO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('CENTRO DE PROMOCION FEMENINA RATZUM KICHE', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO FRAY BARTOLOME DE LAS CASAS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO TECNOLOGICOJOSE DE JESUS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO EL EXITO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO TECNOLOGICO JOSE DE JESUS', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO PRIVADO LATINO', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PRIVADO MIXTO SANTA CATALINA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO TINTECO MARIA TERESA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO TINTECOMARIA TERESA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO CRISTIANO EBENEZER', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO PRIVADO EL PORVENIR', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('INSTITUTO MIXTO DE MAGISTERIO BILINGUESAN ANTONIO DE PADUA', 'alta_verapaz_diversificado')",[347],alta_verapaz_diversificado
"('COLEGIO MIXTO PRIVADO BILINGUE SAN JUAN', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('LICEO SAN JOSE LA PRIMAVERA', 'alta_verapaz_diversificado')",[],alta_verapaz_diversificado
"('ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO TEZULUTLAN', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('LICEO MIXTO SAN MATEO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTOTEZULUTLAN', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO ESTUDIANTIL MIGUEL ANGEL ASTURIAS', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO VERAPAZ DEL SUR', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO TECNICO EXPERIMENTAL DE FORMACION INDUSTRIAL POR COOPERATIVA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('LICEO SAN RAFAEL', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO DE EDUCACION EXTRAESCOLAR CEEX DEPARTAMENTAL', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO NACIONAL DE ADMINISTRACION DE EMPRESAS', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO TECNICO EXPERIMENTAL DE FORMACION INDUSTRIAL POR COOPERATIVA ITEFIC', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO NORMAL DE PRIMARIA BILINGUE INTERCULTURAL ADS. A ESCUELA NORMAL RURAL NO.4 DR. ELIZARDO URIZAR LEAL', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('ESCUELA NORMAL DE EDUCACION FISICA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR BAUTISTA MIXTO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO TECNOLOGICOEL NAZARENO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PRIVADO MIXTO NAZARENO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO NUEVO AMANECER', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO TECNOLOGICO EL NAZARENO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO MIXTO PRIVADO SAN JOSE DE BETANCUR POR MADUREZ', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO SANTO DOMINGO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO COMUNITARIO BILINGUE INTERCULTURAL NUEVA ESPERANZA RIO NEGRO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('ENBI OXLAJUJ NOOJ', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('LICEO PRIVADO MIXTO DE CIENCIAS COMERCIALES RABINAL ACHI', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO VIDA NUEVA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO INTEGRAL NUEVA GENERACION', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO ESTUDIANTIL CON ORIENTACION EN COMPUTACION', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO CULTURAL DE AMERICA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO MIXTO PRIVADO MARIA ESMERALDA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO MEDALLA MILAGROSA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO MIXTO ZAMANEB', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVONUEVA ESPERANZA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTONUEVO AMANECER', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO EDUCATIVO NUEVA ESPERANZA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO INTERCULTURAL TUNCAJ', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('LICEO AMANECER EN VICTORIA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO DE ESTUDIOS MAGISTERIALESCEM', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('CENTRO DE ESTUDIOS MAGISTERIALES CEM', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO VALLE DEL URRAM', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO SAN JERONIMO', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO TECNICO DE CAPACITACION Y PRODUCTIVIDAD INTECAP', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('INSTITUTO MIXTO PARTICULAR VERAPAZ', 'baja_verapaz_diversificado')",[119],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO PURULHA PROFA. MARIA ZOE LOPEZ', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO PARTICULAR MIXTO PURULHA PROFESORA MARIA ZOE LOPEZ', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('LICEO INTEGRAL PURULENSE VICTORIA', 'baja_verapaz_diversificado')",[],baja_verapaz_diversificado
"('COLEGIO TECNICO PROGRESISTA CETECPRO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NORMAL PARA SENORITAS CENTRO AMERICA', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NACIONAL CENTRAL DE FORMACION SECRETARIAL', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO', 'capital_diversificado')",[],capital_diversificado
"('INSTITUTO NACIONAL DE BACHILLERATO EN COMPUTACION', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NACIONAL DE CIENCIAS COMERCIALES', 'capital_diversificado')",[],capital_diversificado
"('ESCUELA NACIONAL DE ADMINISTRACION PUBLICA LIC. MANUEL GREGORIO LOPEZ SANTIAGO', 'capital_diversificado')",[],capital_diversificado
